#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
366727:8675,1:1,04/27/23 22:14:39,STABLE BEAMS,6800,0.000036675,0.000036021,28.1,BCM1FUTCA
366727:8675,2:2,04/27/23 22:15:02,STABLE BEAMS,6800,0.000036656,0.000036091,28.1,BCM1FUTCA
366727:8675,3:3,04/27/23 22:15:25,STABLE BEAMS,6800,0.000036636,0.000036072,28.1,BCM1FUTCA
366727:8675,4:4,04/27/23 22:15:49,STABLE BEAMS,6800,0.000036608,0.000035798,28.1,BCM1FUTCA
366727:8675,5:5,04/27/23 22:16:12,STABLE BEAMS,6800,0.000037439,0.000036603,28.7,BCM1FUTCA
366727:8675,6:6,04/27/23 22:16:35,STABLE BEAMS,6800,0.000038222,0.000037358,29.3,BCM1FUTCA
366727:8675,7:7,04/27/23 22:16:59,STABLE BEAMS,6800,0.000038188,0.000037329,29.3,BCM1FUTCA
366727:8675,8:8,04/27/23 22:17:22,STABLE BEAMS,6800,0.000038167,0.000037284,29.3,BCM1FUTCA
366727:8675,9:9,04/27/23 22:17:45,STABLE BEAMS,6800,0.000038123,0.000037239,29.2,BCM1FUTCA
366727:8675,10:10,04/27/23 22:18:09,STABLE BEAMS,6800,0.000038060,0.000037179,29.2,BCM1FUTCA
366727:8675,11:11,04/27/23 22:18:32,STABLE BEAMS,6800,0.000038040,0.000037159,29.2,BCM1FUTCA
366727:8675,12:12,04/27/23 22:18:55,STABLE BEAMS,6800,0.000038013,0.000037132,29.1,BCM1FUTCA
366727:8675,13:13,04/27/23 22:19:19,STABLE BEAMS,6800,0.000037972,0.000037092,29.1,BCM1FUTCA
366727:8675,14:14,04/27/23 22:19:42,STABLE BEAMS,6800,0.000037923,0.000037045,29.1,BCM1FUTCA
366727:8675,15:15,04/27/23 22:20:05,STABLE BEAMS,6800,0.000037918,0.000037039,29.1,BCM1FUTCA
366727:8675,16:16,04/27/23 22:20:28,STABLE BEAMS,6800,0.000037898,0.000037022,29.1,BCM1FUTCA
366727:8675,17:17,04/27/23 22:20:52,STABLE BEAMS,6800,0.000038117,0.000037233,29.2,BCM1FUTCA
366727:8675,18:18,04/27/23 22:21:15,STABLE BEAMS,6800,0.000039700,0.000038764,30.4,BCM1FUTCA
366727:8675,19:19,04/27/23 22:21:38,STABLE BEAMS,6800,0.000039997,0.000039050,30.7,BCM1FUTCA
366727:8675,20:20,04/27/23 22:22:02,STABLE BEAMS,6800,0.000039950,0.000039000,30.6,BCM1FUTCA
366727:8675,21:21,04/27/23 22:22:25,STABLE BEAMS,6800,0.000039908,0.000038934,30.6,BCM1FUTCA
366727:8675,22:22,04/27/23 22:22:48,STABLE BEAMS,6800,0.000039880,0.000038838,30.6,BCM1FUTCA
366727:8675,23:23,04/27/23 22:23:12,STABLE BEAMS,6800,0.000039928,0.000038985,30.6,BCM1FUTCA
366727:8675,24:24,04/27/23 22:23:35,STABLE BEAMS,6800,0.000041370,0.000040376,31.7,BCM1FUTCA
366727:8675,25:25,04/27/23 22:23:58,STABLE BEAMS,6800,0.000042122,0.000041087,32.3,BCM1FUTCA
366727:8675,26:26,04/27/23 22:24:22,STABLE BEAMS,6800,0.000042104,0.000041082,32.3,BCM1FUTCA
366727:8675,27:27,04/27/23 22:24:45,STABLE BEAMS,6800,0.000042074,0.000041052,32.3,BCM1FUTCA
366727:8675,28:28,04/27/23 22:25:08,STABLE BEAMS,6800,0.000042052,0.000041033,32.2,BCM1FUTCA
366727:8675,29:29,04/27/23 22:25:32,STABLE BEAMS,6800,0.000041991,0.000040879,32.2,BCM1FUTCA
366727:8675,30:30,04/27/23 22:25:55,STABLE BEAMS,6800,0.000042974,0.000041547,33.0,BCM1FUTCA
366727:8675,31:31,04/27/23 22:26:18,STABLE BEAMS,6800,0.000044297,0.000042779,34.0,BCM1FUTCA
366727:8675,32:32,04/27/23 22:26:41,STABLE BEAMS,6800,0.000044275,0.000042764,33.9,BCM1FUTCA
366727:8675,33:33,04/27/23 22:27:05,STABLE BEAMS,6800,0.000044246,0.000042732,33.9,BCM1FUTCA
366727:8675,34:34,04/27/23 22:27:28,STABLE BEAMS,6800,0.000044208,0.000042698,33.9,BCM1FUTCA
366727:8675,35:35,04/27/23 22:27:51,STABLE BEAMS,6800,0.000044183,0.000042677,33.9,BCM1FUTCA
366727:8675,36:36,04/27/23 22:28:15,STABLE BEAMS,6800,0.000044709,0.000043169,34.3,BCM1FUTCA
366727:8675,37:37,04/27/23 22:28:38,STABLE BEAMS,6800,0.000046224,0.000044575,35.4,BCM1FUTCA
366727:8675,38:38,04/27/23 22:29:01,STABLE BEAMS,6800,0.000046231,0.000044568,35.4,BCM1FUTCA
366727:8675,39:39,04/27/23 22:29:25,STABLE BEAMS,6800,0.000046205,0.000044500,35.4,BCM1FUTCA
366727:8675,40:40,04/27/23 22:29:48,STABLE BEAMS,6800,0.000046188,0.000044550,35.4,BCM1FUTCA
366727:8675,41:41,04/27/23 22:30:11,STABLE BEAMS,6800,0.000046165,0.000044528,35.4,BCM1FUTCA
366727:8675,42:42,04/27/23 22:30:35,STABLE BEAMS,6800,0.000046416,0.000044536,35.6,BCM1FUTCA
366727:8675,43:43,04/27/23 22:30:58,STABLE BEAMS,6800,0.000048149,0.000046375,36.9,BCM1FUTCA
366727:8675,44:44,04/27/23 22:31:21,STABLE BEAMS,6800,0.000048261,0.000046441,37.0,BCM1FUTCA
366727:8675,45:45,04/27/23 22:31:45,STABLE BEAMS,6800,0.000048235,0.000046201,37.0,BCM1FUTCA
366727:8675,46:46,04/27/23 22:32:08,STABLE BEAMS,6800,0.000048207,0.000045537,37.0,BCM1FUTCA
366727:8675,47:47,04/27/23 22:32:31,STABLE BEAMS,6800,0.000048174,0.000046330,36.9,BCM1FUTCA
366727:8675,48:48,04/27/23 22:32:54,STABLE BEAMS,6800,0.000048417,0.000046576,37.1,BCM1FUTCA
366727:8675,49:49,04/27/23 22:33:18,STABLE BEAMS,6800,0.000050265,0.000048326,38.5,BCM1FUTCA
366727:8675,50:50,04/27/23 22:33:41,STABLE BEAMS,6800,0.000050437,0.000048471,38.7,BCM1FUTCA
366727:8675,51:51,04/27/23 22:34:04,STABLE BEAMS,6800,0.000050411,0.000048423,38.7,BCM1FUTCA
366727:8675,52:52,04/27/23 22:34:28,STABLE BEAMS,6800,0.000050358,0.000048381,38.6,BCM1FUTCA
366727:8675,53:53,04/27/23 22:34:51,STABLE BEAMS,6800,0.000050337,0.000047707,38.6,BCM1FUTCA
366727:8675,54:54,04/27/23 22:35:14,STABLE BEAMS,6800,0.000050592,0.000048638,38.8,BCM1FUTCA
366727:8675,55:55,04/27/23 22:35:38,STABLE BEAMS,6800,0.000052664,0.000050481,40.4,BCM1FUTCA
366727:8675,56:56,04/27/23 22:36:01,STABLE BEAMS,6800,0.000052888,0.000050751,40.6,BCM1FUTCA
366727:8675,57:57,04/27/23 22:36:24,STABLE BEAMS,6800,0.000052838,0.000050701,40.5,BCM1FUTCA
366727:8675,58:58,04/27/23 22:36:48,STABLE BEAMS,6800,0.000052795,0.000050655,40.5,BCM1FUTCA
366727:8675,59:59,04/27/23 22:37:11,STABLE BEAMS,6800,0.000052757,0.000050571,40.5,BCM1FUTCA
366727:8675,60:60,04/27/23 22:37:34,STABLE BEAMS,6800,0.000052837,0.000050690,40.5,BCM1FUTCA
366727:8675,61:61,04/27/23 22:37:58,STABLE BEAMS,6800,0.000054577,0.000052289,41.8,BCM1FUTCA
366727:8675,62:62,04/27/23 22:38:21,STABLE BEAMS,6800,0.000055020,0.000051797,42.2,BCM1FUTCA
366727:8675,63:63,04/27/23 22:38:44,STABLE BEAMS,6800,0.000055001,0.000052219,42.2,BCM1FUTCA
366727:8675,64:64,04/27/23 22:39:07,STABLE BEAMS,6800,0.000055042,0.000052712,42.2,BCM1FUTCA
366727:8675,65:65,04/27/23 22:39:31,STABLE BEAMS,6800,0.000055005,0.000052653,42.2,BCM1FUTCA
366727:8675,66:66,04/27/23 22:39:54,STABLE BEAMS,6800,0.000054980,0.000052663,42.2,BCM1FUTCA
366727:8675,67:67,04/27/23 22:40:17,STABLE BEAMS,6800,0.000055067,0.000052650,42.2,BCM1FUTCA
366727:8675,68:68,04/27/23 22:40:41,STABLE BEAMS,6800,0.000056494,0.000054031,43.3,BCM1FUTCA
366727:8675,69:69,04/27/23 22:41:04,STABLE BEAMS,6800,0.000056972,0.000054438,43.7,BCM1FUTCA
366727:8675,70:70,04/27/23 22:41:27,STABLE BEAMS,6800,0.000056932,0.000054432,43.7,BCM1FUTCA
366727:8675,71:71,04/27/23 22:41:51,STABLE BEAMS,6800,0.000056921,0.000053593,43.6,BCM1FUTCA
366727:8675,72:72,04/27/23 22:42:14,STABLE BEAMS,6800,0.000056892,0.000054397,43.6,BCM1FUTCA
366727:8675,73:73,04/27/23 22:42:37,STABLE BEAMS,6800,0.000056877,0.000054365,43.6,BCM1FUTCA
366727:8675,74:74,04/27/23 22:43:00,STABLE BEAMS,6800,0.000057460,0.000054902,44.1,BCM1FUTCA
366727:8675,75:75,04/27/23 22:43:24,STABLE BEAMS,6800,0.000058983,0.000056191,45.2,BCM1FUTCA
366727:8675,76:76,04/27/23 22:43:47,STABLE BEAMS,6800,0.000059372,0.000056278,45.5,BCM1FUTCA
366727:8675,77:77,04/27/23 22:44:10,STABLE BEAMS,6800,0.000059256,0.000056515,45.4,BCM1FUTCA
366727:8675,78:78,04/27/23 22:44:34,STABLE BEAMS,6800,0.000059184,0.000056466,45.4,BCM1FUTCA
366727:8675,79:79,04/27/23 22:44:57,STABLE BEAMS,6800,0.000059110,0.000056379,45.3,BCM1FUTCA
366727:8675,80:80,04/27/23 22:45:20,STABLE BEAMS,6800,0.000059044,0.000056293,45.3,BCM1FUTCA
366727:8675,81:81,04/27/23 22:45:44,STABLE BEAMS,6800,0.000059823,0.000056926,45.9,BCM1FUTCA
366727:8675,82:82,04/27/23 22:46:07,STABLE BEAMS,6800,0.000061473,0.000057928,47.1,BCM1FUTCA
366727:8675,83:83,04/27/23 22:46:30,STABLE BEAMS,6800,0.000061631,0.000058589,47.3,BCM1FUTCA
366727:8675,84:84,04/27/23 22:46:54,STABLE BEAMS,6800,0.000061586,0.000058547,47.2,BCM1FUTCA
366727:8675,85:85,04/27/23 22:47:17,STABLE BEAMS,6800,0.000061553,0.000058516,47.2,BCM1FUTCA
366727:8675,86:86,04/27/23 22:47:40,STABLE BEAMS,6800,0.000061541,0.000057977,47.2,BCM1FUTCA
366727:8675,87:87,04/27/23 22:48:04,STABLE BEAMS,6800,0.000061521,0.000058449,47.2,BCM1FUTCA
366727:8675,88:88,04/27/23 22:48:27,STABLE BEAMS,6800,0.000062711,0.000059538,48.1,BCM1FUTCA
366727:8675,89:89,04/27/23 22:48:50,STABLE BEAMS,6800,0.000064445,0.000059748,49.4,BCM1FUTCA
366727:8675,90:90,04/27/23 22:49:14,STABLE BEAMS,6800,0.000064454,0.000061161,49.4,BCM1FUTCA
366727:8675,91:91,04/27/23 22:49:37,STABLE BEAMS,6800,0.000064412,0.000060967,49.4,BCM1FUTCA
366727:8675,92:92,04/27/23 22:50:00,STABLE BEAMS,6800,0.000064329,0.000060916,49.3,BCM1FUTCA
366727:8675,93:93,04/27/23 22:50:23,STABLE BEAMS,6800,0.000064237,0.000060869,49.3,BCM1FUTCA
366727:8675,94:94,04/27/23 22:50:47,STABLE BEAMS,6800,0.000064398,0.000047655,49.4,BCM1FUTCA
366727:8675,95:95,04/27/23 22:51:10,STABLE BEAMS,6800,0.000066401,0.000062690,50.9,BCM1FUTCA
366727:8675,96:96,04/27/23 22:51:33,STABLE BEAMS,6800,0.000067252,0.000063533,51.6,BCM1FUTCA
366727:8675,97:97,04/27/23 22:51:57,STABLE BEAMS,6800,0.000067242,0.000063172,51.6,BCM1FUTCA
366727:8675,98:98,04/27/23 22:52:20,STABLE BEAMS,6800,0.000067237,0.000062776,51.6,BCM1FUTCA
366727:8675,99:99,04/27/23 22:52:43,STABLE BEAMS,6800,0.000067239,0.000047468,51.6,BCM1FUTCA
366727:8675,100:100,04/27/23 22:53:07,STABLE BEAMS,6800,0.000067216,0.000063409,51.5,BCM1FUTCA
366727:8675,101:101,04/27/23 22:53:30,STABLE BEAMS,6800,0.000068098,0.000064232,52.2,BCM1FUTCA
366727:8675,102:102,04/27/23 22:53:53,STABLE BEAMS,6800,0.000070246,0.000065169,53.9,BCM1FUTCA
366727:8675,103:103,04/27/23 22:54:16,STABLE BEAMS,6800,0.000070407,0.000066186,54.0,BCM1FUTCA
366727:8675,104:104,04/27/23 22:54:40,STABLE BEAMS,6800,0.000070354,0.000066091,53.9,BCM1FUTCA
366727:8675,105:105,04/27/23 22:55:03,STABLE BEAMS,6800,0.000070351,0.000065520,53.9,BCM1FUTCA
366727:8675,106:106,04/27/23 22:55:26,STABLE BEAMS,6800,0.000070335,0.000065107,53.9,BCM1FUTCA
366727:8675,107:107,04/27/23 22:55:50,STABLE BEAMS,6800,0.000070401,0.000065756,54.0,BCM1FUTCA
366727:8675,108:108,04/27/23 22:56:13,STABLE BEAMS,6800,0.000072669,0.000066586,55.7,BCM1FUTCA
366727:8675,109:109,04/27/23 22:56:36,STABLE BEAMS,6800,0.000074100,0.000068602,56.8,BCM1FUTCA
366727:8675,110:110,04/27/23 22:57:00,STABLE BEAMS,6800,0.000074026,0.000053947,56.8,BCM1FUTCA
366727:8675,111:111,04/27/23 22:57:23,STABLE BEAMS,6800,0.000073947,0.000069071,56.7,BCM1FUTCA
366727:8675,112:112,04/27/23 22:57:46,STABLE BEAMS,6800,0.000073910,0.000068279,56.7,BCM1FUTCA
366727:8675,113:113,04/27/23 22:58:10,STABLE BEAMS,6800,0.000073861,0.000069165,56.6,BCM1FUTCA
366727:8675,114:114,04/27/23 22:58:33,STABLE BEAMS,6800,0.000074659,0.000069663,57.2,BCM1FUTCA
366727:8675,115:115,04/27/23 22:58:56,STABLE BEAMS,6800,0.000076735,0.000071610,58.8,BCM1FUTCA
366727:8675,116:116,04/27/23 22:59:20,STABLE BEAMS,6800,0.000076756,0.000070680,58.9,BCM1FUTCA
366727:8675,117:117,04/27/23 22:59:43,STABLE BEAMS,6800,0.000076650,0.000071469,58.8,BCM1FUTCA
366727:8675,118:118,04/27/23 23:00:06,STABLE BEAMS,6800,0.000076480,0.000070323,58.6,BCM1FUTCA
366727:8675,119:119,04/27/23 23:00:30,STABLE BEAMS,6800,0.000076503,0.000071343,58.7,BCM1FUTCA
366727:8675,120:120,04/27/23 23:00:53,STABLE BEAMS,6800,0.000076686,0.000070480,58.8,BCM1FUTCA
366727:8675,121:121,04/27/23 23:01:16,STABLE BEAMS,6800,0.000079158,0.000072434,60.7,BCM1FUTCA
366727:8675,122:122,04/27/23 23:01:39,STABLE BEAMS,6800,0.000080324,0.000074240,61.6,BCM1FUTCA
366727:8675,123:123,04/27/23 23:02:03,STABLE BEAMS,6800,0.000080241,0.000072366,61.5,BCM1FUTCA
366727:8675,124:124,04/27/23 23:02:26,STABLE BEAMS,6800,0.000080176,0.000074229,61.5,BCM1FUTCA
366727:8675,125:125,04/27/23 23:02:49,STABLE BEAMS,6800,0.000080130,0.000072959,61.4,BCM1FUTCA
366727:8675,126:126,04/27/23 23:03:13,STABLE BEAMS,6800,0.000080237,0.000074070,61.5,BCM1FUTCA
366727:8675,127:127,04/27/23 23:03:36,STABLE BEAMS,6800,0.000080227,0.000073753,61.5,BCM1FUTCA
366727:8675,128:128,04/27/23 23:03:59,STABLE BEAMS,6800,0.000080287,0.000074964,61.6,BCM1FUTCA
366727:8675,129:129,04/27/23 23:04:23,STABLE BEAMS,6800,0.000080254,0.000073191,61.5,BCM1FUTCA
366727:8675,130:130,04/27/23 23:04:46,STABLE BEAMS,6800,0.000080212,0.000074947,61.5,BCM1FUTCA
366727:8675,131:131,04/27/23 23:05:09,STABLE BEAMS,6800,0.000080076,0.000073638,61.4,BCM1FUTCA
366727:8675,132:132,04/27/23 23:05:33,STABLE BEAMS,6800,0.000079941,0.000073703,61.3,BCM1FUTCA
366727:8675,133:133,04/27/23 23:05:56,STABLE BEAMS,6800,0.000079751,0.000074508,61.2,BCM1FUTCA
366727:8675,134:134,04/27/23 23:06:19,STABLE BEAMS,6800,0.000079562,0.000073895,61.0,BCM1FUTCA
366727:8675,135:135,04/27/23 23:06:42,STABLE BEAMS,6800,0.000079219,0.000073037,60.7,BCM1FUTCA
366727:8675,136:136,04/27/23 23:07:06,STABLE BEAMS,6800,0.000079040,0.000073983,60.6,BCM1FUTCA
366727:8675,137:137,04/27/23 23:07:29,STABLE BEAMS,6800,0.000078916,0.000076357,60.5,BCM1FUTCA
366727:8675,138:138,04/27/23 23:07:52,STABLE BEAMS,6800,0.000078850,0.000076073,60.5,BCM1FUTCA
366727:8675,139:139,04/27/23 23:08:16,STABLE BEAMS,6800,0.000079137,0.000076599,60.7,BCM1FUTCA
366727:8675,140:140,04/27/23 23:08:39,STABLE BEAMS,6800,0.000081765,0.000078764,62.7,BCM1FUTCA
366727:8675,141:141,04/27/23 23:09:02,STABLE BEAMS,6800,0.000082350,0.000079627,63.1,BCM1FUTCA
366727:8675,142:142,04/27/23 23:09:26,STABLE BEAMS,6800,0.000082228,0.000079509,63.1,BCM1FUTCA
366727:8675,143:143,04/27/23 23:09:49,STABLE BEAMS,6800,0.000081962,0.000079167,62.8,BCM1FUTCA
366727:8675,144:144,04/27/23 23:10:12,STABLE BEAMS,6800,0.000082077,0.000079377,62.9,BCM1FUTCA
366727:8675,145:145,04/27/23 23:10:36,STABLE BEAMS,6800,0.000082083,0.000079364,62.9,BCM1FUTCA
366727:8675,146:146,04/27/23 23:10:59,STABLE BEAMS,6800,0.000081857,0.000079138,62.8,BCM1FUTCA
366727:8675,147:147,04/27/23 23:11:22,STABLE BEAMS,6800,0.000081668,0.000078770,62.6,BCM1FUTCA
366727:8675,148:148,04/27/23 23:11:46,STABLE BEAMS,6800,0.000082088,0.000079322,62.9,BCM1FUTCA
366727:8675,149:149,04/27/23 23:12:09,STABLE BEAMS,6800,0.000082216,0.000074514,63.0,BCM1FUTCA
366727:8675,150:150,04/27/23 23:12:32,STABLE BEAMS,6800,0.000082337,0.000076047,63.1,BCM1FUTCA
366727:8675,151:151,04/27/23 23:12:56,STABLE BEAMS,6800,0.000082337,0.000076116,63.1,BCM1FUTCA
366727:8675,152:152,04/27/23 23:13:19,STABLE BEAMS,6800,0.000082425,0.000075020,63.2,BCM1FUTCA
366727:8675,153:153,04/27/23 23:13:42,STABLE BEAMS,6800,0.000082342,0.000074843,63.1,BCM1FUTCA
366727:8675,154:154,04/27/23 23:14:05,STABLE BEAMS,6800,0.000082339,0.000076048,63.1,BCM1FUTCA
366727:8675,155:155,04/27/23 23:14:29,STABLE BEAMS,6800,0.000082231,0.000076032,63.1,BCM1FUTCA
366727:8675,156:156,04/27/23 23:14:52,STABLE BEAMS,6800,0.000082296,0.000074553,63.1,BCM1FUTCA
366727:8675,157:157,04/27/23 23:15:15,STABLE BEAMS,6800,0.000082303,0.000075023,63.1,BCM1FUTCA
366727:8675,158:158,04/27/23 23:15:39,STABLE BEAMS,6800,0.000082242,0.000074903,63.1,BCM1FUTCA
366727:8675,159:159,04/27/23 23:16:02,STABLE BEAMS,6800,0.000082184,0.000072350,63.0,BCM1FUTCA
366727:8675,160:160,04/27/23 23:16:25,STABLE BEAMS,6800,0.000082158,0.000073689,63.0,BCM1FUTCA
366727:8675,161:161,04/27/23 23:16:49,STABLE BEAMS,6800,0.000082098,0.000072087,63.0,BCM1FUTCA
366727:8675,162:162,04/27/23 23:17:12,STABLE BEAMS,6800,0.000082049,0.000072193,62.9,BCM1FUTCA
366727:8675,163:163,04/27/23 23:17:35,STABLE BEAMS,6800,0.000081959,0.000072048,62.8,BCM1FUTCA
366727:8675,164:164,04/27/23 23:17:59,STABLE BEAMS,6800,0.000082023,0.000072429,62.9,BCM1FUTCA
366727:8675,165:165,04/27/23 23:18:22,STABLE BEAMS,6800,0.000082155,0.000056657,63.0,BCM1FUTCA
366727:8675,166:166,04/27/23 23:18:45,STABLE BEAMS,6800,0.000082175,0.000073550,63.0,BCM1FUTCA
366727:8675,167:167,04/27/23 23:19:08,STABLE BEAMS,6800,0.000082157,0.000072750,63.0,BCM1FUTCA
366727:8675,168:168,04/27/23 23:19:32,STABLE BEAMS,6800,0.000082127,0.000073585,63.0,BCM1FUTCA
366727:8675,169:169,04/27/23 23:19:55,STABLE BEAMS,6800,0.000082050,0.000065204,62.9,BCM1FUTCA
366727:8675,170:170,04/27/23 23:20:18,STABLE BEAMS,6800,0.000081893,0.000065144,62.8,BCM1FUTCA
366727:8675,171:171,04/27/23 23:20:42,STABLE BEAMS,6800,0.000081813,0.000065436,62.7,BCM1FUTCA
366727:8675,172:172,04/27/23 23:21:05,STABLE BEAMS,6800,0.000081860,0.000065204,62.8,BCM1FUTCA
366727:8675,173:173,04/27/23 23:21:28,STABLE BEAMS,6800,0.000081799,0.000065548,62.7,BCM1FUTCA
366727:8675,174:174,04/27/23 23:21:52,STABLE BEAMS,6800,0.000081764,0.000065409,62.7,BCM1FUTCA
366727:8675,175:175,04/27/23 23:22:15,STABLE BEAMS,6800,0.000081702,0.000077894,62.6,BCM1FUTCA
366727:8675,176:176,04/27/23 23:22:38,STABLE BEAMS,6800,0.000081655,0.000078978,62.6,BCM1FUTCA
366727:8675,177:177,04/27/23 23:23:02,STABLE BEAMS,6800,0.000081589,0.000078919,62.6,BCM1FUTCA
366727:8675,178:178,04/27/23 23:23:25,STABLE BEAMS,6800,0.000081549,0.000078887,62.5,BCM1FUTCA
366727:8675,179:179,04/27/23 23:23:48,STABLE BEAMS,6800,0.000081368,0.000078721,62.4,BCM1FUTCA
366727:8675,180:180,04/27/23 23:24:12,STABLE BEAMS,6800,0.000081272,0.000078622,62.3,BCM1FUTCA
366727:8675,181:181,04/27/23 23:24:35,STABLE BEAMS,6800,0.000081287,0.000078642,62.3,BCM1FUTCA
366727:8675,182:182,04/27/23 23:24:58,STABLE BEAMS,6800,0.000081192,0.000078481,62.3,BCM1FUTCA
366727:8675,183:183,04/27/23 23:25:21,STABLE BEAMS,6800,0.000081002,0.000074288,62.1,BCM1FUTCA
366727:8675,184:184,04/27/23 23:25:45,STABLE BEAMS,6800,0.000080980,0.000073106,62.1,BCM1FUTCA
366727:8675,185:185,04/27/23 23:26:08,STABLE BEAMS,6800,0.000081032,0.000073130,62.1,BCM1FUTCA
366727:8675,186:186,04/27/23 23:26:31,STABLE BEAMS,6800,0.000080940,0.000074494,62.1,BCM1FUTCA
366727:8675,187:187,04/27/23 23:26:55,STABLE BEAMS,6800,0.000080837,0.000074219,62.0,BCM1FUTCA
366727:8675,188:188,04/27/23 23:27:18,STABLE BEAMS,6800,0.000080888,0.000074411,62.0,BCM1FUTCA
366727:8675,189:189,04/27/23 23:27:41,STABLE BEAMS,6800,0.000080877,0.000074153,62.0,BCM1FUTCA
366727:8675,190:190,04/27/23 23:28:05,STABLE BEAMS,6800,0.000080790,0.000073358,61.9,BCM1FUTCA
366727:8675,191:191,04/27/23 23:28:28,STABLE BEAMS,6800,0.000080720,0.000074287,61.9,BCM1FUTCA
366727:8675,192:192,04/27/23 23:28:51,STABLE BEAMS,6800,0.000080661,0.000074245,61.8,BCM1FUTCA
366727:8675,193:193,04/27/23 23:29:15,STABLE BEAMS,6800,0.000080595,0.000074203,61.8,BCM1FUTCA
366727:8675,194:194,04/27/23 23:29:38,STABLE BEAMS,6800,0.000080409,0.000073993,61.7,BCM1FUTCA
366727:8675,195:195,04/27/23 23:30:01,STABLE BEAMS,6800,0.000080438,0.000073712,61.7,BCM1FUTCA
366727:8675,196:196,04/27/23 23:30:24,STABLE BEAMS,6800,0.000080511,0.000073436,61.7,BCM1FUTCA
366727:8675,197:197,04/27/23 23:30:48,STABLE BEAMS,6800,0.000080407,0.000077819,61.7,BCM1FUTCA
366727:8675,198:198,04/27/23 23:31:11,STABLE BEAMS,6800,0.000080326,0.000077711,61.6,BCM1FUTCA
366727:8675,199:199,04/27/23 23:31:34,STABLE BEAMS,6800,0.000080336,0.000077753,61.6,BCM1FUTCA
366727:8675,200:200,04/27/23 23:31:58,STABLE BEAMS,6800,0.000080438,0.000077710,61.7,BCM1FUTCA
366727:8675,201:201,04/27/23 23:32:21,STABLE BEAMS,6800,0.000080388,0.000077426,61.6,BCM1FUTCA
366727:8675,202:202,04/27/23 23:32:44,STABLE BEAMS,6800,0.000080251,0.000077217,61.5,BCM1FUTCA
366727:8675,203:203,04/27/23 23:33:08,STABLE BEAMS,6800,0.000080154,0.000077204,61.5,BCM1FUTCA
366727:8675,204:204,04/27/23 23:33:31,STABLE BEAMS,6800,0.000080076,0.000077124,61.4,BCM1FUTCA
366727:8675,205:205,04/27/23 23:33:54,STABLE BEAMS,6800,0.000080023,0.000077090,61.4,BCM1FUTCA
366727:8675,206:206,04/27/23 23:34:18,STABLE BEAMS,6800,0.000079898,0.000076967,61.3,BCM1FUTCA
366727:8675,207:207,04/27/23 23:34:41,STABLE BEAMS,6800,0.000079783,0.000076801,61.2,BCM1FUTCA
366727:8675,208:208,04/27/23 23:35:04,STABLE BEAMS,6800,0.000079617,0.000076705,61.0,BCM1FUTCA
366727:8675,209:209,04/27/23 23:35:27,STABLE BEAMS,6800,0.000079447,0.000076554,60.9,BCM1FUTCA
366727:8675,210:210,04/27/23 23:35:51,STABLE BEAMS,6800,0.000079508,0.000076554,61.0,BCM1FUTCA
366727:8675,211:211,04/27/23 23:36:14,STABLE BEAMS,6800,0.000079640,0.000076560,61.1,BCM1FUTCA
366727:8675,212:212,04/27/23 23:36:37,STABLE BEAMS,6800,0.000079636,0.000076711,61.1,BCM1FUTCA
366727:8675,213:213,04/27/23 23:37:01,STABLE BEAMS,6800,0.000079575,0.000076669,61.0,BCM1FUTCA
366727:8675,214:214,04/27/23 23:37:24,STABLE BEAMS,6800,0.000079441,0.000076477,60.9,BCM1FUTCA
366727:8675,215:215,04/27/23 23:37:47,STABLE BEAMS,6800,0.000079339,0.000076451,60.8,BCM1FUTCA
366727:8675,216:216,04/27/23 23:38:11,STABLE BEAMS,6800,0.000079410,0.000076505,60.9,BCM1FUTCA
366727:8675,217:217,04/27/23 23:38:34,STABLE BEAMS,6800,0.000079375,0.000076401,60.9,BCM1FUTCA
366727:8675,218:218,04/27/23 23:38:57,STABLE BEAMS,6800,0.000079344,0.000076342,60.8,BCM1FUTCA
366727:8675,219:219,04/27/23 23:39:21,STABLE BEAMS,6800,0.000079192,0.000076283,60.7,BCM1FUTCA
366727:8675,220:220,04/27/23 23:39:44,STABLE BEAMS,6800,0.000079080,0.000075084,60.6,BCM1FUTCA
366727:8675,221:221,04/27/23 23:40:07,STABLE BEAMS,6800,0.000079050,0.000076156,60.6,BCM1FUTCA
366727:8675,222:222,04/27/23 23:40:31,STABLE BEAMS,6800,0.000079082,0.000076004,60.6,BCM1FUTCA
366727:8675,223:223,04/27/23 23:40:54,STABLE BEAMS,6800,0.000079058,0.000076176,60.6,BCM1FUTCA
366727:8675,224:224,04/27/23 23:41:17,STABLE BEAMS,6800,0.000079049,0.000076182,60.6,BCM1FUTCA
366727:8675,225:225,04/27/23 23:41:40,STABLE BEAMS,6800,0.000078978,0.000076083,60.6,BCM1FUTCA
366727:8675,226:226,04/27/23 23:42:04,STABLE BEAMS,6800,0.000078947,0.000076079,60.5,BCM1FUTCA
366727:8675,227:227,04/27/23 23:42:27,STABLE BEAMS,6800,0.000078897,0.000076037,60.5,BCM1FUTCA
366727:8675,228:228,04/27/23 23:42:50,STABLE BEAMS,6800,0.000078805,0.000075956,60.4,BCM1FUTCA
