#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
367406:8754,158:158,05/12/23 15:20:54,STABLE BEAMS,6800,0.000304310,0.000292881,39.3,PLTZERO
367406:8754,159:159,05/12/23 15:21:17,STABLE BEAMS,6800,0.000304351,0.000292008,39.3,PLTZERO
367406:8754,160:160,05/12/23 15:21:41,STABLE BEAMS,6800,0.000304379,0.000297019,39.3,PLTZERO
367406:8754,161:161,05/12/23 15:22:04,STABLE BEAMS,6800,0.000304502,0.000297131,39.4,PLTZERO
367406:8754,162:162,05/12/23 15:22:27,STABLE BEAMS,6800,0.000304154,0.000296804,39.3,PLTZERO
367406:8754,163:163,05/12/23 15:22:51,STABLE BEAMS,6800,0.000304570,0.000291554,39.4,PLTZERO
367406:8754,164:164,05/12/23 15:23:14,STABLE BEAMS,6800,0.000315100,0.000306757,40.7,PLTZERO
367406:8754,165:165,05/12/23 15:23:37,STABLE BEAMS,6800,0.000318279,0.000303755,41.1,PLTZERO
367406:8754,166:166,05/12/23 15:24:00,STABLE BEAMS,6800,0.000317872,0.000309219,41.1,PLTZERO
367406:8754,167:167,05/12/23 15:24:24,STABLE BEAMS,6800,0.000317395,0.000308808,41.0,PLTZERO
367406:8754,168:168,05/12/23 15:24:47,STABLE BEAMS,6800,0.000317057,0.000308190,41.0,PLTZERO
367406:8754,169:169,05/12/23 15:25:10,STABLE BEAMS,6800,0.000317011,0.000306302,41.0,PLTZERO
367406:8754,170:170,05/12/23 15:25:34,STABLE BEAMS,6800,0.000317080,0.000238394,41.0,PLTZERO
367406:8754,171:171,05/12/23 15:25:57,STABLE BEAMS,6800,0.000317647,0.000308921,41.1,PLTZERO
367406:8754,172:172,05/12/23 15:26:20,STABLE BEAMS,6800,0.000328495,0.000313423,42.5,PLTZERO
367406:8754,173:173,05/12/23 15:26:44,STABLE BEAMS,6800,0.000330941,0.000320826,42.8,PLTZERO
367406:8754,174:174,05/12/23 15:27:07,STABLE BEAMS,6800,0.000330895,0.000317239,42.8,PLTZERO
367406:8754,175:175,05/12/23 15:27:30,STABLE BEAMS,6800,0.000330389,0.000265118,42.7,PLTZERO
367406:8754,176:176,05/12/23 15:27:54,STABLE BEAMS,6800,0.000329951,0.000295811,42.6,PLTZERO
367406:8754,177:177,05/12/23 15:28:17,STABLE BEAMS,6800,0.000330062,0.000319673,42.7,PLTZERO
367406:8754,178:178,05/12/23 15:28:40,STABLE BEAMS,6800,0.000329776,0.000313307,42.6,PLTZERO
367406:8754,179:179,05/12/23 15:29:04,STABLE BEAMS,6800,0.000329066,0.000319284,42.5,PLTZERO
367406:8754,180:180,05/12/23 15:29:27,STABLE BEAMS,6800,0.000336988,0.000325966,43.6,PLTZERO
367406:8754,181:181,05/12/23 15:29:50,STABLE BEAMS,6800,0.000339043,0.000255944,43.8,PLTZERO
367406:8754,182:182,05/12/23 15:30:13,STABLE BEAMS,6800,0.000339058,0.000327658,43.8,PLTZERO
367406:8754,183:183,05/12/23 15:30:37,STABLE BEAMS,6800,0.000339378,0.000323244,43.9,PLTZERO
367406:8754,184:184,05/12/23 15:31:00,STABLE BEAMS,6800,0.000339417,0.000327644,43.9,PLTZERO
367406:8754,185:185,05/12/23 15:31:23,STABLE BEAMS,6800,0.000339077,0.000323116,43.8,PLTZERO
367406:8754,186:186,05/12/23 15:31:47,STABLE BEAMS,6800,0.000338233,0.000319310,43.7,PLTZERO
367406:8754,187:187,05/12/23 15:32:10,STABLE BEAMS,6800,0.000338649,0.000327512,43.8,PLTZERO
367406:8754,188:188,05/12/23 15:32:33,STABLE BEAMS,6800,0.000343318,0.000325960,44.4,PLTZERO
367406:8754,189:189,05/12/23 15:32:57,STABLE BEAMS,6800,0.000348059,0.000334907,45.0,PLTZERO
367406:8754,190:190,05/12/23 15:33:20,STABLE BEAMS,6800,0.000347934,0.000334905,45.0,PLTZERO
367406:8754,191:191,05/12/23 15:33:43,STABLE BEAMS,6800,0.000347635,0.000318308,44.9,PLTZERO
367406:8754,192:192,05/12/23 15:34:07,STABLE BEAMS,6800,0.000347475,0.000259879,44.9,PLTZERO
367406:8754,193:193,05/12/23 15:34:30,STABLE BEAMS,6800,0.000347099,0.000338223,44.9,PLTZERO
367406:8754,194:194,05/12/23 15:34:53,STABLE BEAMS,6800,0.000346671,0.000337800,44.8,PLTZERO
367406:8754,195:195,05/12/23 15:35:17,STABLE BEAMS,6800,0.000346574,0.000332698,44.8,PLTZERO
367406:8754,196:196,05/12/23 15:35:40,STABLE BEAMS,6800,0.000347617,0.000338662,44.9,PLTZERO
367406:8754,197:197,05/12/23 15:36:03,STABLE BEAMS,6800,0.000355908,0.000346119,46.0,PLTZERO
367406:8754,198:198,05/12/23 15:36:26,STABLE BEAMS,6800,0.000359777,0.000349586,46.5,PLTZERO
367406:8754,199:199,05/12/23 15:36:50,STABLE BEAMS,6800,0.000347075,0.000338158,44.9,PLTZERO
367406:8754,200:200,05/12/23 15:37:13,STABLE BEAMS,6800,0.000347588,0.000338698,44.9,PLTZERO
367406:8754,201:201,05/12/23 15:37:36,STABLE BEAMS,6800,0.000325854,0.000318265,42.1,PLTZERO
367406:8754,202:202,05/12/23 15:38:00,STABLE BEAMS,6800,0.000339576,0.000326807,43.9,PLTZERO
367406:8754,203:203,05/12/23 15:38:23,STABLE BEAMS,6800,0.000359145,0.000348424,46.4,PLTZERO
367406:8754,204:204,05/12/23 15:38:46,STABLE BEAMS,6800,0.000369940,0.000357472,47.8,PLTZERO
367406:8754,205:205,05/12/23 15:39:10,STABLE BEAMS,6800,0.000387587,0.000373054,50.1,PLTZERO
367406:8754,206:206,05/12/23 15:39:33,STABLE BEAMS,6800,0.000387255,0.000372791,50.1,PLTZERO
367406:8754,207:207,05/12/23 15:39:56,STABLE BEAMS,6800,0.000387037,0.000315050,50.0,PLTZERO
367406:8754,208:208,05/12/23 15:40:20,STABLE BEAMS,6800,0.000386797,0.000346485,50.0,PLTZERO
367406:8754,209:209,05/12/23 15:40:43,STABLE BEAMS,6800,0.000386695,0.000372076,50.0,PLTZERO
367406:8754,210:210,05/12/23 15:41:06,STABLE BEAMS,6800,0.000386359,0.000372620,49.9,PLTZERO
367406:8754,211:211,05/12/23 15:41:30,STABLE BEAMS,6800,0.000386246,0.000372621,49.9,PLTZERO
367406:8754,212:212,05/12/23 15:41:53,STABLE BEAMS,6800,0.000386973,0.000369001,50.0,PLTZERO
367406:8754,213:213,05/12/23 15:42:16,STABLE BEAMS,6800,0.000398544,0.000265754,51.5,PLTZERO
367406:8754,214:214,05/12/23 15:42:39,STABLE BEAMS,6800,0.000404553,0.000391516,52.3,PLTZERO
367406:8754,215:215,05/12/23 15:43:03,STABLE BEAMS,6800,0.000404316,0.000390745,52.3,PLTZERO
367406:8754,216:216,05/12/23 15:43:26,STABLE BEAMS,6800,0.000404082,0.000385872,52.2,PLTZERO
367406:8754,217:217,05/12/23 15:43:49,STABLE BEAMS,6800,0.000403798,0.000391138,52.2,PLTZERO
367406:8754,218:218,05/12/23 15:44:13,STABLE BEAMS,6800,0.000403663,0.000391199,52.2,PLTZERO
367406:8754,219:219,05/12/23 15:44:36,STABLE BEAMS,6800,0.000403143,0.000386276,52.1,PLTZERO
367406:8754,220:220,05/12/23 15:44:59,STABLE BEAMS,6800,0.000402950,0.000351730,52.1,PLTZERO
367406:8754,221:221,05/12/23 15:45:23,STABLE BEAMS,6800,0.000405600,0.000393020,52.4,PLTZERO
367406:8754,222:222,05/12/23 15:45:46,STABLE BEAMS,6800,0.000417307,0.000402647,53.9,PLTZERO
367406:8754,223:223,05/12/23 15:46:09,STABLE BEAMS,6800,0.000419123,0.000390533,54.2,PLTZERO
367406:8754,224:224,05/12/23 15:46:33,STABLE BEAMS,6800,0.000419062,0.000344697,54.2,PLTZERO
367406:8754,225:225,05/12/23 15:46:56,STABLE BEAMS,6800,0.000418873,0.000407117,54.1,PLTZERO
367406:8754,226:226,05/12/23 15:47:19,STABLE BEAMS,6800,0.000418792,0.000407060,54.1,PLTZERO
367406:8754,227:227,05/12/23 15:47:42,STABLE BEAMS,6800,0.000418851,0.000400687,54.1,PLTZERO
367406:8754,228:228,05/12/23 15:48:06,STABLE BEAMS,6800,0.000418764,0.000407130,54.1,PLTZERO
367406:8754,229:229,05/12/23 15:48:29,STABLE BEAMS,6800,0.000419879,0.000408120,54.3,PLTZERO
367406:8754,230:230,05/12/23 15:48:52,STABLE BEAMS,6800,0.000432685,0.000419033,55.9,PLTZERO
367406:8754,231:231,05/12/23 15:49:16,STABLE BEAMS,6800,0.000438405,0.000424015,56.7,PLTZERO
367406:8754,232:232,05/12/23 15:49:39,STABLE BEAMS,6800,0.000438388,0.000392004,56.7,PLTZERO
367406:8754,233:233,05/12/23 15:50:02,STABLE BEAMS,6800,0.000438246,0.000411630,56.6,PLTZERO
367406:8754,234:234,05/12/23 15:50:26,STABLE BEAMS,6800,0.000438184,0.000413045,56.6,PLTZERO
367406:8754,235:235,05/12/23 15:50:49,STABLE BEAMS,6800,0.000437779,0.000415532,56.6,PLTZERO
367406:8754,236:236,05/12/23 15:51:12,STABLE BEAMS,6800,0.000437585,0.000417557,56.6,PLTZERO
367406:8754,237:237,05/12/23 15:51:36,STABLE BEAMS,6800,0.000437291,0.000417312,56.5,PLTZERO
367406:8754,238:238,05/12/23 15:51:59,STABLE BEAMS,6800,0.000436752,0.000414757,56.5,PLTZERO
367406:8754,239:239,05/12/23 15:52:22,STABLE BEAMS,6800,0.000436405,0.000411627,56.4,PLTZERO
367406:8754,240:240,05/12/23 15:52:46,STABLE BEAMS,6800,0.000435384,0.000421471,56.3,PLTZERO
367406:8754,241:241,05/12/23 15:53:09,STABLE BEAMS,6800,0.000434757,0.000420949,56.2,PLTZERO
367406:8754,242:242,05/12/23 15:53:32,STABLE BEAMS,6800,0.000432930,0.000413429,56.0,PLTZERO
367406:8754,243:243,05/12/23 15:53:55,STABLE BEAMS,6800,0.000431692,0.000418335,55.8,PLTZERO
367406:8754,244:244,05/12/23 15:54:19,STABLE BEAMS,6800,0.000431148,0.000412053,55.7,PLTZERO
367406:8754,245:245,05/12/23 15:54:42,STABLE BEAMS,6800,0.000431799,0.000418642,55.8,PLTZERO
367406:8754,246:246,05/12/23 15:55:05,STABLE BEAMS,6800,0.000432004,0.000418930,55.8,PLTZERO
367406:8754,247:247,05/12/23 15:55:29,STABLE BEAMS,6800,0.000431713,0.000412731,55.8,PLTZERO
367406:8754,248:248,05/12/23 15:55:52,STABLE BEAMS,6800,0.000434434,0.000421001,56.2,PLTZERO
367406:8754,249:249,05/12/23 15:56:15,STABLE BEAMS,6800,0.000449046,0.000432984,58.0,PLTZERO
367406:8754,250:250,05/12/23 15:56:39,STABLE BEAMS,6800,0.000451780,0.000435198,58.4,PLTZERO
367406:8754,251:251,05/12/23 15:57:02,STABLE BEAMS,6800,0.000451524,0.000434936,58.4,PLTZERO
367406:8754,252:252,05/12/23 15:57:25,STABLE BEAMS,6800,0.000451194,0.000436980,58.3,PLTZERO
367406:8754,253:253,05/12/23 15:57:49,STABLE BEAMS,6800,0.000451105,0.000161023,58.3,PLTZERO
367406:8754,254:254,05/12/23 15:58:12,STABLE BEAMS,6800,0.000451136,0.000436971,58.3,PLTZERO
367406:8754,255:255,05/12/23 15:58:35,STABLE BEAMS,6800,0.000450327,0.000417715,58.2,PLTZERO
367406:8754,256:256,05/12/23 15:58:59,STABLE BEAMS,6800,0.000450001,0.000435506,58.2,PLTZERO
367406:8754,257:257,05/12/23 15:59:22,STABLE BEAMS,6800,0.000447535,0.000433694,57.8,PLTZERO
367406:8754,258:258,05/12/23 15:59:45,STABLE BEAMS,6800,0.000447113,0.000433341,57.8,PLTZERO
367406:8754,259:259,05/12/23 16:00:08,STABLE BEAMS,6800,0.000444608,0.000431110,57.5,PLTZERO
367406:8754,260:260,05/12/23 16:00:32,STABLE BEAMS,6800,0.000445575,0.000424070,57.6,PLTZERO
367406:8754,261:261,05/12/23 16:00:55,STABLE BEAMS,6800,0.000446482,0.000432643,57.7,PLTZERO
367406:8754,262:262,05/12/23 16:01:18,STABLE BEAMS,6800,0.000446232,0.000432547,57.7,PLTZERO
367406:8754,263:263,05/12/23 16:01:42,STABLE BEAMS,6800,0.000446033,0.000432396,57.7,PLTZERO
367406:8754,264:264,05/12/23 16:02:05,STABLE BEAMS,6800,0.000445910,0.000432172,57.6,PLTZERO
367406:8754,265:265,05/12/23 16:02:28,STABLE BEAMS,6800,0.000445503,0.000395213,57.6,PLTZERO
367406:8754,266:266,05/12/23 16:02:52,STABLE BEAMS,6800,0.000444176,0.000381071,57.4,PLTZERO
367406:8754,267:267,05/12/23 16:03:15,STABLE BEAMS,6800,0.000443766,0.000430323,57.4,PLTZERO
367406:8754,268:268,05/12/23 16:03:38,STABLE BEAMS,6800,0.000446131,0.000432274,57.7,PLTZERO
367406:8754,269:269,05/12/23 16:04:01,STABLE BEAMS,6800,0.000446781,0.000433003,57.7,PLTZERO
367406:8754,270:270,05/12/23 16:04:25,STABLE BEAMS,6800,0.000448337,0.000434215,58.0,PLTZERO
367406:8754,271:271,05/12/23 16:04:48,STABLE BEAMS,6800,0.000448674,0.000434624,58.0,PLTZERO
367406:8754,272:272,05/12/23 16:05:11,STABLE BEAMS,6800,0.000449118,0.000435045,58.1,PLTZERO
367406:8754,273:273,05/12/23 16:05:35,STABLE BEAMS,6800,0.000449060,0.000435032,58.0,PLTZERO
367406:8754,274:274,05/12/23 16:05:58,STABLE BEAMS,6800,0.000449233,0.000434982,58.1,PLTZERO
367406:8754,275:275,05/12/23 16:06:21,STABLE BEAMS,6800,0.000449171,0.000434980,58.1,PLTZERO
367406:8754,276:276,05/12/23 16:06:45,STABLE BEAMS,6800,0.000449121,0.000435082,58.1,PLTZERO
367406:8754,277:277,05/12/23 16:07:08,STABLE BEAMS,6800,0.000448878,0.000434810,58.0,PLTZERO
367406:8754,278:278,05/12/23 16:07:31,STABLE BEAMS,6800,0.000448859,0.000182980,58.0,PLTZERO
367406:8754,279:279,05/12/23 16:07:55,STABLE BEAMS,6800,0.000447984,0.000374570,57.9,PLTZERO
367406:8754,280:280,05/12/23 16:08:18,STABLE BEAMS,6800,0.000447804,0.000433974,57.9,PLTZERO
367406:8754,281:281,05/12/23 16:08:41,STABLE BEAMS,6800,0.000449132,0.000434987,58.1,PLTZERO
367406:8754,282:282,05/12/23 16:09:05,STABLE BEAMS,6800,0.000448874,0.000434804,58.0,PLTZERO
367406:8754,283:283,05/12/23 16:09:28,STABLE BEAMS,6800,0.000448851,0.000434582,58.0,PLTZERO
367406:8754,284:284,05/12/23 16:09:51,STABLE BEAMS,6800,0.000448525,0.000434639,58.0,PLTZERO
367406:8754,285:285,05/12/23 16:10:15,STABLE BEAMS,6800,0.000448210,0.000434308,57.9,PLTZERO
367406:8754,286:286,05/12/23 16:10:38,STABLE BEAMS,6800,0.000447818,0.000434024,57.9,PLTZERO
367406:8754,287:287,05/12/23 16:11:01,STABLE BEAMS,6800,0.000447441,0.000433736,57.8,PLTZERO
367406:8754,288:288,05/12/23 16:11:24,STABLE BEAMS,6800,0.000447595,0.000433790,57.9,PLTZERO
367406:8754,289:289,05/12/23 16:11:48,STABLE BEAMS,6800,0.000447453,0.000433909,57.8,PLTZERO
367406:8754,290:290,05/12/23 16:12:11,STABLE BEAMS,6800,0.000447293,0.000433774,57.8,PLTZERO
367406:8754,291:291,05/12/23 16:12:34,STABLE BEAMS,6800,0.000446921,0.000433555,57.8,PLTZERO
367406:8754,292:292,05/12/23 16:12:58,STABLE BEAMS,6800,0.000446509,0.000336653,57.7,PLTZERO
367406:8754,293:293,05/12/23 16:13:21,STABLE BEAMS,6800,0.000445957,0.000432511,57.6,PLTZERO
367406:8754,294:294,05/12/23 16:13:44,STABLE BEAMS,6800,0.000445008,0.000431589,57.5,PLTZERO
367406:8754,295:295,05/12/23 16:14:08,STABLE BEAMS,6800,0.000444495,0.000431128,57.5,PLTZERO
367406:8754,296:296,05/12/23 16:14:31,STABLE BEAMS,6800,0.000444223,0.000431026,57.4,PLTZERO
367406:8754,297:297,05/12/23 16:14:54,STABLE BEAMS,6800,0.000443471,0.000430023,57.3,PLTZERO
367406:8754,298:298,05/12/23 16:15:18,STABLE BEAMS,6800,0.000442016,0.000429199,57.1,PLTZERO
367406:8754,299:299,05/12/23 16:15:41,STABLE BEAMS,6800,0.000442472,0.000429447,57.2,PLTZERO
367406:8754,300:300,05/12/23 16:16:04,STABLE BEAMS,6800,0.000443788,0.000430636,57.4,PLTZERO
367406:8754,301:301,05/12/23 16:16:28,STABLE BEAMS,6800,0.000443610,0.000430475,57.3,PLTZERO
367406:8754,302:302,05/12/23 16:16:51,STABLE BEAMS,6800,0.000443488,0.000428596,57.3,PLTZERO
367406:8754,303:303,05/12/23 16:17:14,STABLE BEAMS,6800,0.000443063,0.000428300,57.3,PLTZERO
367406:8754,304:304,05/12/23 16:17:37,STABLE BEAMS,6800,0.000442759,0.000428126,57.2,PLTZERO
367406:8754,305:305,05/12/23 16:18:01,STABLE BEAMS,6800,0.000443152,0.000428275,57.3,PLTZERO
367406:8754,306:306,05/12/23 16:18:24,STABLE BEAMS,6800,0.000443234,0.000428304,57.3,PLTZERO
367406:8754,307:307,05/12/23 16:18:47,STABLE BEAMS,6800,0.000443177,0.000428462,57.3,PLTZERO
367406:8754,308:308,05/12/23 16:19:11,STABLE BEAMS,6800,0.000443034,0.000428248,57.3,PLTZERO
367406:8754,309:309,05/12/23 16:19:34,STABLE BEAMS,6800,0.000442508,0.000427843,57.2,PLTZERO
367406:8754,310:310,05/12/23 16:19:57,STABLE BEAMS,6800,0.000442395,0.000416889,57.2,PLTZERO
367406:8754,311:311,05/12/23 16:20:21,STABLE BEAMS,6800,0.000442398,0.000421450,57.2,PLTZERO
367406:8754,312:312,05/12/23 16:20:44,STABLE BEAMS,6800,0.000442090,0.000417699,57.1,PLTZERO
367406:8754,313:313,05/12/23 16:21:07,STABLE BEAMS,6800,0.000441675,0.000414999,57.1,PLTZERO
367406:8754,314:314,05/12/23 16:21:31,STABLE BEAMS,6800,0.000441344,0.000418950,57.0,PLTZERO
367406:8754,315:315,05/12/23 16:21:54,STABLE BEAMS,6800,0.000440793,0.000420259,57.0,PLTZERO
367406:8754,316:316,05/12/23 16:22:17,STABLE BEAMS,6800,0.000439884,0.000417973,56.9,PLTZERO
367406:8754,317:317,05/12/23 16:22:40,STABLE BEAMS,6800,0.000438877,0.000416681,56.7,PLTZERO
367406:8754,318:318,05/12/23 16:23:04,STABLE BEAMS,6800,0.000439584,0.000420356,56.8,PLTZERO
367406:8754,319:319,05/12/23 16:23:27,STABLE BEAMS,6800,0.000439836,0.000423131,56.9,PLTZERO
367406:8754,320:320,05/12/23 16:23:50,STABLE BEAMS,6800,0.000439553,0.000418433,56.8,PLTZERO
367406:8754,321:321,05/12/23 16:24:14,STABLE BEAMS,6800,0.000439252,0.000425116,56.8,PLTZERO
367406:8754,322:322,05/12/23 16:24:37,STABLE BEAMS,6800,0.000439398,0.000425282,56.8,PLTZERO
367406:8754,323:323,05/12/23 16:25:00,STABLE BEAMS,6800,0.000439304,0.000418973,56.8,PLTZERO
367406:8754,324:324,05/12/23 16:25:24,STABLE BEAMS,6800,0.000438941,0.000424886,56.7,PLTZERO
367406:8754,325:325,05/12/23 16:25:47,STABLE BEAMS,6800,0.000438646,0.000424752,56.7,PLTZERO
367406:8754,326:326,05/12/23 16:26:10,STABLE BEAMS,6800,0.000438672,0.000419801,56.7,PLTZERO
367406:8754,327:327,05/12/23 16:26:34,STABLE BEAMS,6800,0.000438402,0.000424073,56.7,PLTZERO
367406:8754,328:328,05/12/23 16:26:57,STABLE BEAMS,6800,0.000438167,0.000397822,56.6,PLTZERO
367406:8754,329:329,05/12/23 16:27:20,STABLE BEAMS,6800,0.000438006,0.000181638,56.6,PLTZERO
367406:8754,330:330,05/12/23 16:27:43,STABLE BEAMS,6800,0.000437615,0.000424076,56.6,PLTZERO
367406:8754,331:331,05/12/23 16:28:07,STABLE BEAMS,6800,0.000437223,0.000423743,56.5,PLTZERO
367406:8754,332:332,05/12/23 16:28:30,STABLE BEAMS,6800,0.000436873,0.000418604,56.5,PLTZERO
367406:8754,333:333,05/12/23 16:28:53,STABLE BEAMS,6800,0.000435791,0.000422490,56.3,PLTZERO
367406:8754,334:334,05/12/23 16:29:17,STABLE BEAMS,6800,0.000435298,0.000318684,56.3,PLTZERO
367406:8754,335:335,05/12/23 16:29:40,STABLE BEAMS,6800,0.000435961,0.000422201,56.4,PLTZERO
367406:8754,336:336,05/12/23 16:30:03,STABLE BEAMS,6800,0.000435859,0.000422620,56.3,PLTZERO
367406:8754,337:337,05/12/23 16:30:27,STABLE BEAMS,6800,0.000435425,0.000421994,56.3,PLTZERO
367406:8754,338:338,05/12/23 16:30:50,STABLE BEAMS,6800,0.000435167,0.000416539,56.2,PLTZERO
367406:8754,339:339,05/12/23 16:31:13,STABLE BEAMS,6800,0.000435549,0.000417516,56.3,PLTZERO
367406:8754,340:340,05/12/23 16:31:37,STABLE BEAMS,6800,0.000435541,0.000422267,56.3,PLTZERO
367406:8754,341:341,05/12/23 16:32:00,STABLE BEAMS,6800,0.000435393,0.000422126,56.3,PLTZERO
367406:8754,342:342,05/12/23 16:32:23,STABLE BEAMS,6800,0.000435083,0.000421813,56.2,PLTZERO
367406:8754,343:343,05/12/23 16:32:47,STABLE BEAMS,6800,0.000434907,0.000421613,56.2,PLTZERO
367406:8754,344:344,05/12/23 16:33:10,STABLE BEAMS,6800,0.000434677,0.000421422,56.2,PLTZERO
367406:8754,345:345,05/12/23 16:33:33,STABLE BEAMS,6800,0.000435960,0.000422452,56.4,PLTZERO
367406:8754,346:346,05/12/23 16:33:56,STABLE BEAMS,6800,0.000450140,0.000434199,58.2,PLTZERO
367406:8754,347:347,05/12/23 16:34:20,STABLE BEAMS,6800,0.000453201,0.000436802,58.6,PLTZERO
367406:8754,348:348,05/12/23 16:34:43,STABLE BEAMS,6800,0.000452841,0.000436341,58.5,PLTZERO
367406:8754,349:349,05/12/23 16:35:06,STABLE BEAMS,6800,0.000452308,0.000436091,58.5,PLTZERO
367406:8754,350:350,05/12/23 16:35:30,STABLE BEAMS,6800,0.000451256,0.000426018,58.3,PLTZERO
367406:8754,351:351,05/12/23 16:35:53,STABLE BEAMS,6800,0.000450304,0.000422683,58.2,PLTZERO
367406:8754,352:352,05/12/23 16:36:16,STABLE BEAMS,6800,0.000451091,0.000422470,58.3,PLTZERO
367406:8754,353:353,05/12/23 16:36:40,STABLE BEAMS,6800,0.000451119,0.000421720,58.3,PLTZERO
367406:8754,354:354,05/12/23 16:37:03,STABLE BEAMS,6800,0.000450884,0.000422560,58.3,PLTZERO
367406:8754,355:355,05/12/23 16:37:26,STABLE BEAMS,6800,0.000450324,0.000422105,58.2,PLTZERO
367406:8754,356:356,05/12/23 16:37:50,STABLE BEAMS,6800,0.000450154,0.000422571,58.2,PLTZERO
367406:8754,357:357,05/12/23 16:38:13,STABLE BEAMS,6800,0.000450071,0.000423152,58.2,PLTZERO
367406:8754,358:358,05/12/23 16:38:36,STABLE BEAMS,6800,0.000448812,0.000421511,58.0,PLTZERO
367406:8754,359:359,05/12/23 16:39:00,STABLE BEAMS,6800,0.000449971,0.000423672,58.2,PLTZERO
367406:8754,360:360,05/12/23 16:39:23,STABLE BEAMS,6800,0.000450267,0.000423288,58.2,PLTZERO
367406:8754,361:361,05/12/23 16:39:46,STABLE BEAMS,6800,0.000449979,0.000422764,58.2,PLTZERO
367406:8754,362:362,05/12/23 16:40:10,STABLE BEAMS,6800,0.000449890,0.000423930,58.2,PLTZERO
367406:8754,363:363,05/12/23 16:40:33,STABLE BEAMS,6800,0.000449642,0.000424710,58.1,PLTZERO
367406:8754,364:364,05/12/23 16:40:56,STABLE BEAMS,6800,0.000449442,0.000424186,58.1,PLTZERO
367406:8754,365:365,05/12/23 16:41:19,STABLE BEAMS,6800,0.000449031,0.000424793,58.0,PLTZERO
367406:8754,366:366,05/12/23 16:41:43,STABLE BEAMS,6800,0.000448672,0.000424374,58.0,PLTZERO
367406:8754,367:367,05/12/23 16:42:06,STABLE BEAMS,6800,0.000447303,0.000425302,57.8,PLTZERO
367406:8754,368:368,05/12/23 16:42:29,STABLE BEAMS,6800,0.000446845,0.000425665,57.8,PLTZERO
367406:8754,369:369,05/12/23 16:42:53,STABLE BEAMS,6800,0.000444848,0.000423490,57.5,PLTZERO
367406:8754,370:370,05/12/23 16:43:16,STABLE BEAMS,6800,0.000445092,0.000430386,57.5,PLTZERO
367406:8754,371:371,05/12/23 16:43:39,STABLE BEAMS,6800,0.000446143,0.000431264,57.7,PLTZERO
367406:8754,372:372,05/12/23 16:44:03,STABLE BEAMS,6800,0.000445760,0.000430927,57.6,PLTZERO
367406:8754,373:373,05/12/23 16:44:26,STABLE BEAMS,6800,0.000445593,0.000396798,57.6,PLTZERO
367406:8754,374:374,05/12/23 16:44:49,STABLE BEAMS,6800,0.000445866,0.000431073,57.6,PLTZERO
367406:8754,375:375,05/12/23 16:45:12,STABLE BEAMS,6800,0.000446453,0.000431603,57.7,PLTZERO
367406:8754,376:376,05/12/23 16:45:36,STABLE BEAMS,6800,0.000446402,0.000431465,57.7,PLTZERO
367406:8754,377:377,05/12/23 16:45:59,STABLE BEAMS,6800,0.000446440,0.000431300,57.7,PLTZERO
367406:8754,378:378,05/12/23 16:46:22,STABLE BEAMS,6800,0.000446058,0.000430940,57.7,PLTZERO
367406:8754,379:379,05/12/23 16:46:46,STABLE BEAMS,6800,0.000445855,0.000430875,57.6,PLTZERO
367406:8754,380:380,05/12/23 16:47:09,STABLE BEAMS,6800,0.000445339,0.000430486,57.6,PLTZERO
367406:8754,381:381,05/12/23 16:47:32,STABLE BEAMS,6800,0.000445045,0.000430280,57.5,PLTZERO
367406:8754,382:382,05/12/23 16:47:56,STABLE BEAMS,6800,0.000444147,0.000429415,57.4,PLTZERO
367406:8754,383:383,05/12/23 16:48:19,STABLE BEAMS,6800,0.000443885,0.000429137,57.4,PLTZERO
367406:8754,384:384,05/12/23 16:48:42,STABLE BEAMS,6800,0.000443699,0.000429116,57.4,PLTZERO
367406:8754,385:385,05/12/23 16:49:06,STABLE BEAMS,6800,0.000443354,0.000428928,57.3,PLTZERO
367406:8754,386:386,05/12/23 16:49:29,STABLE BEAMS,6800,0.000442082,0.000427709,57.1,PLTZERO
367406:8754,387:387,05/12/23 16:49:52,STABLE BEAMS,6800,0.000442340,0.000428042,57.2,PLTZERO
367406:8754,388:388,05/12/23 16:50:16,STABLE BEAMS,6800,0.000443204,0.000428722,57.3,PLTZERO
367406:8754,389:389,05/12/23 16:50:39,STABLE BEAMS,6800,0.000442872,0.000428310,57.2,PLTZERO
367406:8754,390:390,05/12/23 16:51:02,STABLE BEAMS,6800,0.000442593,0.000414139,57.2,PLTZERO
367406:8754,391:391,05/12/23 16:51:25,STABLE BEAMS,6800,0.000441999,0.000422196,57.1,PLTZERO
367406:8754,392:392,05/12/23 16:51:49,STABLE BEAMS,6800,0.000441424,0.000416079,57.1,PLTZERO
367406:8754,393:393,05/12/23 16:52:12,STABLE BEAMS,6800,0.000442010,0.000422693,57.1,PLTZERO
367406:8754,394:394,05/12/23 16:52:35,STABLE BEAMS,6800,0.000442279,0.000421927,57.2,PLTZERO
367406:8754,395:395,05/12/23 16:52:59,STABLE BEAMS,6800,0.000442373,0.000418144,57.2,PLTZERO
367406:8754,396:396,05/12/23 16:53:22,STABLE BEAMS,6800,0.000442068,0.000421394,57.1,PLTZERO
367406:8754,397:397,05/12/23 16:53:45,STABLE BEAMS,6800,0.000441573,0.000422573,57.1,PLTZERO
